DOI	AFF	INST	Title	NAT
10.1371/journal.pone.0180661	{Chile, Spain}	{Departamento de Biología-IVAGRO, Universidad de Cádiz, Puerto Real, Spain; Centre for Science and Resilience Research , Universidad de Chile, Santiago, Chile; Instituto de Ciencias Ambientales y Evolutivas, Universidad Austral de Chile, Valdivia, Chile; ECOBIOSIS, Departamento de Botánica, Facultad de Ciencias Naturales y Oceanográficas, Universidad de Concepción, Concepción, Chile; Instituto de Ecología y Biodiversidad (IEB), Santiago, Chile; Centro de Investigación sobre Desertificación (CIDE-CSIC), Valencia, Spain}	Postfire responses of the woody flora of Central Chile: Insights from a germination experiment	4
10.5194/acp-17-6477-2017	{Switzerland, Chile}	{Laboratory for Air Pollution/Environmental Technology, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland; WSL Institute for Snow and Avalanche Research SLF, Davos, Switzerland; Departamento de Geofísica de la Universidad de Chile, Blanco Encalada 2002, piso 4, Santiago, Chile; Center for Climate and Resilience Research (CR2), Blanco Encalada 2002, Santiago, Chile; Dirección Meteorológica de Chile, Av. Portales 3450, Estación Central, Santiago, Chile; Climate and Environmental Physics, Physics Institute, University of Bern, Bern, Switzerland}	Surface ozone in the Southern Hemisphere: 20 years of data from a site with a unique setting in El Tololo, Chile	3
10.3390/su9050810	{Chile}	{Facultad de Ingeniería y Ciencias, Universidad Adolfo Ibáñez, Avenida Diagonal Las Torres 2640, Peñalolén, Santiago, 7941169, Chile; Escuela de Negocios, Universidad Adolfo Ibáñez, Avenida Diagonal Las Torres 2640, Peñalolén, Santiago, 7941169, Chile}	Techno-economic forecasts of lithium nitrates for thermal storage systems	2
10.1016/j.atmosenv.2017.07.002	{United States, Chile}	{University of Houston, Department of Earth and Atmospheric Science, Houston, TX, United States; Facultad de Quimica y Biologia, Universidad Santiago de Chile, USACH, Av. L. B. O'Higgins 3363, Santiago, 9160000, Chile; Centro Para el Desarrollo de la Nanociencia y Nanotecnología (CEDENNA-USACH), Santiago, 9160000, Chile; Facultad de Ciencia, Depto Física, Universidad Santiago de Chile, USACH, Santiago, 9160000, Chile; Center for Climate and Resilience Research, Department of Geophysics, Universidad de Chile, Santiago, 8320000, Chile}	Modeling study of biomass burning plumes and their impact on urban air quality; a case study of Santiago de Chile	4
10.1002/2016JG003625	{Chile, South Africa}	{Global Change and Sustainability Research Institute, University of the Witwatersrand, Johannesburg, South Africa; Center for Climate and Resilience Research, Santiago, Chile; Department of Physical Geography, Pontifical Catholic University of Chile, Santiago, Chile}	Mitigation of drought negative effect on ecosystem productivity by vegetation mixing	2
10.1175/JCLI-D-15-0757.1	{Chile}	{Department of Geophysics, University of Chile, Santiago, Chile; Dirección Meteorológica de Chile, Santiago, Chile; Center for Advanced Studies in Arid Zones (CEAZA), La Serena, Chile; Center for Climate and Resilience Research, University of Chile, Santiago, Chile}	Coastal clouds at the Eastern Margin of the Southeast Pacific: Climatology and trends	4
10.3402/tellusb.v67.25385	{Argentina, Chile}	{Center for Climate and Resilience Research (CR2), Blanco Encalada 2002, Santiago, Chile; Centro de Modelamiento Matemático, Universidad de Chile-CNRS, Blanco Encalada 2120, piso 7, Santiago, Chile; Departamento de Ingeniería Matemática, Universidad de Chile, Blanco Encalada 2120, piso 5, Santiago, Chile; Departamento de Geofísica, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile; Comisión Nacional de Energía Atómica, Gerencia Química, Av. Gral. Paz 1499 (B1650KNA), San Martín, Pcia, de Buenos Aires, Argentina; Departamento de Ingeniería Química, Facultad de Ingeniería, Universidad de Buenos Aires, Buenos Aires, Argentina}	Analysis and optimal design of air quality monitoring networks using a variational approach	4
10.4067/S0717-92002014000300001	{Chile}	{Universidad Austral de Chile, Instituto de Conservación, Biodiversidad y Territorio, Laboratorio Ecología de Bosques, Valdivia, Chile; Universidad Católica de Temuco, Escuela de Ciencias Ambientales, Temuco, Chile}	Natural recovery of the evergreen forest affected by clearcutting and burning in the Valdivian Coastal Reserve, Chile [Recuperación natural del bosque siempreverde afectado por tala rasa y quema en la Reserva Costera Valdiviana, Chile]	2
10.1098/rstb.2017.0300	{United Kingdom, Chile, United States, Peru, Argentina, Spain}	{GCU/IPL, University of Valencia, Catedratico Jose Beltran 2, Paterna, Valencia, 46980, Spain; Instituto de Conservación, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Center for Climate and Resilience Research, Blanco Encalada 2002, Piso 4, Santiago, Chile; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Avenida Brasil N8 2241 Valparaíso, Chile, CP 2362807, Argentina; Universidad de Aysén, Coyhaique, CP 5950000, Chile; SENHAMI, Jr. Cahuide 785, Lima, 15072, Peru; Department of Geographical Sciences, University of Maryland, College Park, MD  20742, United States; NASA Goddard Space Flight Center (GSFC), Terrestrial Information Systems Laboratory, Code 619, Greenbelt, MD, United States; Environmental Change Institute, Oxford University Centre for the Environment, South Parks Road, Oxford, OX1 3QY, United Kingdom}	Spatio-temporal patterns of thermal anomalies and drought over tropical forests driven by recent extreme climatic anomalies	3
10.5194/bg-15-5891-2018	{Canada, United Kingdom, Finland, United States, Germany, Chile, Belgium, China, New Zealand, Spain}	{University of Hawai'i at Manoa, Daniel K. Inouye Center for Microbial Oceanography: Research and Education (C-MORE), Honolulu, HI, United States; GEOMAR Helmholtz Centre for Ocean Research Kiel, Düsternbrooker Weg 20, Kiel, 24105, Germany; Newcastle University, School of Natural and Environmental Sciences, Newcastle upon Tyne, United Kingdom; Université de Liège, Unité d'Océanographie Chimique, Liège, Belgium; Plymouth Marine Laboratory, Plymouth, United Kingdom; National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory, Seattle, WA, United States; Universidad de Cádiz, Instituto de Investigaciones Marinas, Departmento Química-Física, Cádiz, Spain; University of British Columbia, Department of Earth, Ocean and Atmospheric Sciences, Vancouver, BC, Canada; U.S. Geological Survey, Woods Hole Coastal and Marine Science Center, Woods Hole, United States; Instituto de Investigaciones Marinas, Vigo, Spain; University of Concepción, Department of Oceanography, Center for Climate Research and Resilience (CR2), Concepción, Chile; Leibniz Institute for Baltic Sea Research Warnemünde, Rostock, Germany; University of California Santa Barbara, Department of Ecology, Evolution, and Marine Biology, Santa Barbara, United States; National Institute of Water and Atmospheric Research (NIWA), Wellington, New Zealand; Department of Chemistry, University of Otago, Dunedin, New Zealand; University of Helsinki, Department of Environmental Sciences, Helsinki, Finland; University of China, Key Laboratory of Marine Chemistry Theory and Technology (MOE), Qingdao, China; Instituto Español de Oceanografía, Centro Oceanográfico de A Coruña, A Coruña, Spain}	An intercomparison of oceanic methane and nitrous oxide measurements	1
10.1175/JHM-D-18-0006.1	{United States, Argentina, Chile}	{Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales, CCT-CONICET, Mendoza, Argentina; Departamento de Geofísica, Universidad de Chile, Santiago, Chile; Centro del Clima y la Resiliencia, Universidad de Chile, Santiago, Chile; Center for Western Weather and Water Extremes, Scripps Institution of Oceanography, University of California, San Diego, La Jolla, CA, United States}	Impacts of atmospheric rivers on precipitation in Southern South America	2
10.1016/j.quascirev.2018.08.001	{United States, Australia, Chile}	"{Department of Environmental Science, Policy and Management, University of California Berkeley, 130 Mulford Hall, Berkeley, CA  94720, United States; Departamento de Ingeniería y Suelos, Facultad de Ciencias Agronómicas, Universidad de Chile, Santa Rosa, La Pintana  11315, Chile; Departamento de Ecología, Pontificia Universidad Católica de Chile, Santiago, Chile; Centro UC del Desierto de Atacama, Pontificia Universidad Católica de Chile, Santiago, Chile; Institute of Ecology and Biodiversity (IEB), Santiago, Chile; Instituto de Alta Investigación, Universidad de Tarapacá, Casilla 6-D, Antofagasta, Arica  1520, Chile; Laboratory for Stable Isotope Biogeochemistry, Departamento de Oceanografía, Facultad de Ciencias Naturales y Oceanográficas, Universidad de Concepción, Casilla 160-C, Concepción, Chile; 
                            Center for Climate and Resilience Research (CR)
                            2
                                                     
                        , Chile; CSIRO Land & Water, Po Box 2583, Brisbane, QLD  4001, Australia; Departamento de Antropología, Pontificia Universidad Católica de Chile, Santiago, Chile; Center for Accelerator Mass Spectrometry, Lawrence Livermore National Laboratory, Livermore, CA  94550, United States; School of Earth and Space Exploration, Arizona State University, ISTB4, Room 795, 781 E. Terrace Road, Tempe, AZ  85287, United States; Department of Geosciences, 306 Olin Science Hall, Denison College, 100 West College Street, Granville, OH  43023, United States; GAIA-Antártica, Universidad de Magallanes, Punta Arenas, Chile}"	Chronology, stratigraphy and hydrological modelling of extensive wetlands and paleolakes in the hyperarid core of the Atacama Desert during the late quaternary	9
10.1007/s10584-018-2246-7	{Chile}	{Center for Climate and Resilience Research, University of Chile, Santiago, Chile; Department of Geophysics, Center for Climate and Resilience Research, University of Chile, Santiago, Chile; Department of Civil Engineering, University of Chile, Santiago, Chile}	Projected hydroclimate changes over Andean basins in central Chile from downscaled CMIP5 models under the low and high emission scenarios	3
10.1016/j.scitotenv.2018.05.119	{Chile}	{Faculty of Architecture, Urbanism and Geography, University of Concepcion, Chile; Center for Sustainable Urban Development (CEDEUS), Chile; Institute of Geography, Pontifical Catholic University of Chile, Chile; Center for Climate and Resilience Research (CR2), Chile; Research Center for Integrated Disaster Risk Management (CIGIDEN), Chile}	Megafires in Chile 2017: Monitoring multiscale environmental impacts of burned ecosystems	5
10.1371/journal.pone.0201195	{United States, Chile}	{Department of Earth Sciences, Montana State University, Bozeman, Montana, United States; Laboratorio de Invasiones Biológicas, Facultad de Ciencias Forestales, Universidad de Concepción, Concepción, Chile; Instituto de Ecología y Biodiversidad (IEB), Santiago, Chile; Department of Geography, Portland State University, Portland, OR, United States; Facultad de Ciencias Forestales y Recursos Naturales, Instituto de Conservación, Biodiversidad y Territorio, Laboratorio de Ecología de Bosques, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Santiago, Chile; Department of Geography, University of Colorado, Boulder, CO, United States; Department of Land Resources and Environmental Sciences, Montana State University, Bozeman, MT, United States}	Landscape drivers of recent fire activity (2001-2017) in south-central Chile	4
10.1016/j.envpol.2018.01.085	{United States, Chile}	{Departmento de Ingeniería Química y Bioprocesos, Pontificia Universidad Católica de Chile, Avda. Vicuña Mackenna 4860, Santiago, 7820436, Chile; Instituto de Geografía, Pontificia Universidad Católica de Chile, Avda. Vicuña Mackenna 4860, Santiago, 7820436, Chile; Departamento de Salud Pública, Pontificia Universidad Católica de Chile, Marcoleta 340, Santiago, 8330033, Chile; Núcleo de Energías Renovables, Universidad Católica de Temuco, Chile; Civil, Architectural and Environmental Engineering Department, University of Colorado Boulder, Boulder, CO  UCB 428, United States}	Indoor PM 2.5 in an urban zone with heavy wood smoke pollution: The case of Temuco, Chile	4
10.5194/tc-12-1069-2018	{Germany, Chile}	{Facultad de Ingenieria, Universidad Andres Bello, Viña del Mar, 2531015, Chile; Center for Climate and Resilience Research, Universidad de Chile, Santiago, 8370361, Chile; Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research, Research Unit Potsdam, Telegrafenberg A43, Potsdam, 14473, Germany; Programa GAIA-Antártica, Universidad de Magallanes, Punta Arenas, 6210427, Chile; Climate Lab, Geography Department, University Bremen, Bremen, 28334, Germany; Department of Physical Geography, Pontificia Universidad Católica de Chile, Santiago, Chile; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), La Serena, Chile}	New insights into the use of stable water isotopes at the northern Antarctic Peninsula as a tool for regional climate studies	5
10.5194/we-18-7-2018	{Switzerland, Brazil, Chile, Spain}	{Departamento de Biología-IVAGRO, Facultad de Ciencias del Mar y Ambientales, Universidad de Cádiz, Puerto Real, 11510, Spain; Centre for Science and Resilience Research (CR)2, Santiago, 8370361, Chile; Department of Evolutionary Biology and Environmental Studies, University of Zurich, Zurich, 8057, Switzerland; Departamento de Agronomia - DAG, Universidade Federal dos Vales do Jequitinhonha e Mucuri, Diamantina, 39100-000, Brazil}	Heat shock and plant leachates regulate seed germination of the endangered carnivorous plant Drosophyllum lusitanicum	1
10.1007/s10668-018-0271-3	{Chile}	{Centre for Climate and Resilience Research (CR)2 & Social Sciences Faculty, Universidad de Chile, Santiago, Chile; School of Government & Millennium Nucleus Models of Crisis, Universidad Adolfo Ibañez, Peñalolén, Chile}	Water markets and social–ecological resilience to water stress in the context of climate change: an analysis of the Limarí Basin, Chile	2
10.1016/j.foreco.2017.06.020	{Germany, Chile}	{Unidad de Gestión Ambiental, Dirección de Servicios, Vicerrectoría de Gestión Económica y Administrativa, Universidad Austral de Chile, Las Encinas 220, Valdivia, Chile; Laboratorio de Biodiversidad y Ecología del Dosel, Instituto de Conservación, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Independencia 641, Valdivia, Chile; Escuela de Graduados, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Independencia 641, Valdivia, Chile; Department of Palynology and Climate Dynamics, Albrecht-von-Haller-Institute for Plant Sciences, University of Göttingen, Untere Karspüle 2, Göttingen, 37073, Germany; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Universidad Austral de Chile, Casilla 567, Valdivia, Chile}	Ecosystem engineering by Fascicularia bicolor in the canopy of the South-American temperate rainforest	5
10.1002/2017GL074150	{United States, Netherlands, Germany, Chile, France}	{Department of Ecology, Montana State University, Bozeman, MT, United States; Laboratoire des Sciences du Climat et de l'Environnement, LSCE-IPSL (CEA-CNRS-UVSQ), Gif-sur-Yvette, France; Department of Ecology and Evolutionary Biology, University of Arizona, Tucson, AZ, United States; IRD UMR AMAP, Botany and Modeling of Architecture of Plants and Vegetations, Montpellier, France; Laboratoire Evolution et Diversité Biologique, Toulouse, France; European Space Research and Technology Centre, European Space Agency, Nordwijk, Netherlands; Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research, Santiago, Chile; Department of Ecological Sciences, Vrije Universiteit (VU), Amsterdam, Netherlands; CIRAD, UMR Ecologie des Forêt de Guyane, Kourou, France; Airbus Defence and Space, Immenstaad, Germany; Biospheric Sciences Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, United States}	Assimilating satellite-based canopy height within an ecosystem model to estimate aboveground forest biomass	2
10.3390/rs9070681	{Germany, Chile}	{Department of Environmental Science and Renewable Natural Resources, University of Chile, Casilla 1004, Santiago, 8820808, Chile; Center for Climate Resilience Research (CR)2, University of Chile, Santiago, 8370449, Chile; Institute of Geography and Geoecology, Karlsruhe Institute of Technology (KIT), Kaiserstraße 12, Karlsruhe, 76131, Germany; Institute of Ecology and Biodiversity, Las Palmeras 3425, Santiago, 7800003, Chile}	Predicting vascular plant diversity in anthropogenic peatlands: Comparison of modeling methods with free satellite data	3
10.1002/ecs2.1640	{United Kingdom, Chile}	{Laboratorio de Dendrocronología Y Cambio Global, Instituto de Conservacion, Biodiversidad y Territorio, Universidad Austral de Chile, Independencia 641, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Blanco Encalada, Santiago, 2002, Chile; Environmental Change Institute, School of Geography and Environment, University of Oxford, Oxford, OX13QY, United Kingdom; Fundación Centro de Los Bosques Nativos FORECOS, Los Robles 510 Interior, Valdivia, Chile}	Soil respiration and mass balance estimation of fine root production in Fitzroya cupressoides forests of southern Chile	3
10.4185/RLCS-2017-1216	{Chile}	{Universidad Adolfo Ibáñez, Chile; Departamento de Antropología, Universidad de Chile, Chile}	Environmental communication and non-conventional renewable energy projects. Content analysis of chilean mass media [Comunicación ambiental y proyectos energéticos renovables no convencionales. Análisis de contenido en medios de comunicación de masa chilenos]	2
10.3959/1536-1098-73.1.53	{United States, Canada, Chile}	{Laboratorio de Dendrocronología y Estudios Ambientales, Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Department of Earth Sciences, Montana State University, Bozeman, MT, United States; Universidad Andrés Bello, Viña del Mar, Chile; Departamento de Geología, Universidad de Chile, Santiago, Chile; Instituto de Ciencias de la Tierra, Universidad Austral de Chile, Valdivia, Chile; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Laboratory of Tree-Ring Research, University of Arizona, Tucson, AZ, United States; Prairie Adaptation Research Collaborative, University of Regina, Regina, Canada; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Paisaje Antofagasta LTDA, Antofagasta, Chile; Departamento de Geografía, Universidad de Concepción, Concepción, Chile}	The First Millennium-Age Araucaria Araucana in Patagonia	8
10.1111/jvs.12475	{Chile, Uruguay}	{Polo Ecología Fluvial, CENUR Litoral Norte, Universidad de la República, km. 363 Rt. 3, Paysandú, 60000, Uruguay; Centro Interdisciplinario de Respuesta al Cambio y Variabilidad Climática, Espacio Interdisciplinario, Rodó 1843I, Montevideo, 11300, Uruguay; Departamento de Sistemas Ambientales, Facultad de Agronomía, Universidad de la República, Garzón 780, Montevideo, 12900, Uruguay; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Av. Brasil 2241, Valparaíso, 2362807, Chile; Instituto de Ecología y Ciencias Ambientales, Facultad de Ciencias, Universidad de la República, Iguá 4225, Montevideo, 11400, Uruguay}	Sensitivity of subtropical forest and savanna productivity to climate variability in South America, Uruguay	1
10.1007/s00382-016-3081-z	{Argentina, Chile}	{Centro de Investigaciones del Mar y la Atmósfera/CONICET-UBA, UMI IFAECI/CNRS, Int. Guiraldes 2160, Ciudad Universitaria, Buenos Aires, Argentina; Departamento de Geofísica, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile; Laboratorio de Paleoecologia y Palinologia/Ecología y Paleoecologia de Ambientes Acuáticos Continentales, Instituto de Investigaciones Marinas y Costeras (IIMyC), CONICET-UNMdP, J.B.Justo 2550, Mar del Plata, Argentina}	Accelerated greenhouse gases versus slow insolation forcing induced climate changes in southern South America since the Mid-Holocene	1
10.2112/JCOASTRES-D-15-00192.1	{Denmark, Chile}	{Center for Climate and Resilience Research, University of Concepción, Concepción, 4030000, Chile; Center for Advanced Studies in Arid Zones, La Serena, 1700000, Chile; GAIA-Antarctica, Universidad de Magellanes, Punta Arenas, 6200000, Chile; Niels Bohr Institute, University of Copenhagen, Copenhagen, 2100, Denmark}	Regional Sea-Level Change along the Chilean Coast in the 21st Century	3
10.1371/journal.pone.0160580	{Chile}	{Departamento de Ecología, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Santiago, Chile; Center of Applied Ecology and Sustainability (CAPES), Santiago, Chile; Laboratorio Internacional de Cambio Global (CSIC-PUC), Santiago, Chile; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Santiago, Chile; Laboratorio de Arqueología y Paleoambiente, Instituto de Alta de Investigación, Universidad de Tarapacá, Arica, Chile; Centro Del Desierto de Atacama, Pontificia Universidad Católica de Chile, Santiago, Chile; Institute of Ecology and Biodiversity (IEB), Santiago, Chile}	Coupled socio-environmental changes triggered indigenous Aymara depopulation of the semiarid Andes of Tarapacá-Chile during the late 19th-20th centuries	8
10.3402/tellusb.v68.29484	{United States, Chile}	{Departamento de Geofísica de la Universidad de Chile, Blanco Encalada 2002, piso 4, Santiago, Chile; Center for Climate and Resilience Research (CR2), Blanco Encalada 2002, Santiago, Chile; NASA/Goddard Space Flight Center Atmospheric Chemistry and Dynamics Lab, GreenbeltMD  20771, United States; Universidad de Magallanes, Ave. Bulnes 08155, Punta Arenas, Chile; Dirección Meteorológica de Chile, Av. Portales No. 3450, Estación Central, Santiago, Chile}	The first twenty years (1994-2014) of ozone soundings from Rapa Nui (27°S, 109°W, 51m a.s.l.)	4
10.1071/EN14265	{United Kingdom, Chile, France}	{Laboratoire des Sciences du Climat et de L'Environnement, CEA/Saclay, UMR 8212, Bâtiment 712, Gif sur Yvette, F-91191, France; Facultad de Ciencias Del Mar y de Recursos Naturales, Universidad de Valparaíso, Casilla, Renãca, Vinã Del Mar5080, Chile; School of Environmental Sciences, University of Liverpool, Liverpool, L69 3GP, United Kingdom; Université de Brest, CNRS, IRD, UMR 6539, LEMAR, IUEM, Plouzané, F-29280, France}	Effects of light and phosphorus on summer DMS dynamics in subtropical waters using a global ocean biogeochemical model	1
10.1016/j.gloplacha.2019.02.011	{Chile, France}	{Departamento de Geología, Universidad de Chile, Santiago, Chile; Deparmento de Geofísica, Universidad de Chile, Santiago, Chile; Núcleo Milenio de Paleoclima, Chile; Departamento de Biología Marina, Universidad Católica del Norte, Coquimbo, Chile; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), La Serena, Chile; Departamento de Oceanografía, Centro de Investigación Oceanográfica COPAS Sur-Austral, Universidad de Concepción, Concepción, Chile; Centro de Investigación Dinámica de Ecosistemas Marinos de Altas Latitudes (IDEAL), Universidad Austral de Chile, Valdivia, Chile; Géosciences Montpellier, Université de Montpellier, France; Sorbone Université- LOCEAN/Institut de Recherche pour le Développement (IRD), Paris, France}	Extreme ENSO-driven torrential rainfalls at the southern edge of the Atacama Desert during the Late Holocene and their projection into the 21th century	7
10.1029/2018GL081475	{United States, Chile}	{Department of Geophysics, University of Chile, Santiago, Chile; Center for Climate and Resilience Research, Santiago, Chile; Desert Research Institute, Las Vegas, NV, United States; Centro de Estudios de Zonas Aridas, La Serena, Chile}	Strongest MJO on Record Triggers Extreme Atacama Rainfall and Warmth in Antarctica	3
10.1016/j.foreco.2018.11.041	{United States, Australia, Spain, Chile}	{Center for Climate and Resilience Research (CR2), Santiago, Chile; Departamento de Biología-IVAGRO, Facultad de Ciencias del Mar y Ambientales, Universidad de Cádiz, Puerto Real, 11510, Spain; Instituto de Conservación, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Valdivia, Chile; Instituto de Ciencias Ambientales y Evolutivas, Universidad Austral de Chile, Valdivia, Chile; Corporación Nacional Forestal, Departamento de Planificación y Desarrollo, Santiago, Chile; Cooperative Institute for Research in Environmental Sciences, University of Colorado, Boulder, United States; Hawkesbury Institute for the Environment, University of Western Sydney, Penrith, Australia}	Temperature and agriculture are largely associated with fire activity in Central Chile across different temporal periods	4
10.1016/j.scitotenv.2018.09.237	{Chile}	"{Faculty of Environmental Sciences and EULA Chile Center, Department of Territorial Planning, University of Concepción, Concepción, Chile; Department of Water Resources, CHRIAM Water Center, University of Concepción, Concepción, Chile; School of Architecture, Urban Planning and Geography, Department of Geography, University of Concepción, Concepción, Chile; Department of Oceanography, University of Concepción and Center for Climate and Resilience Research (CR)2
                        , Chile}"	A new method to evaluate the vulnerability of watersheds facing several stressors: A case study in mediterranean Chile	4
10.1017/RDC.2018.81	{United States, Chile}	{Postgraduate School in Oceanography, Faculty of Natural and Oceanographic Sciences, Universidad de Concepción, Chile; Dirección Programas Antárticos y Subantárticos, Center for Climate and Resilience Research (CR) 2, Universidad de Magallanes, Punta Arenas, Chile; Department of Earth System Science, University of California, Irvine, United States; Department of Ecology, Pontificia Universidad Católica de Chile, Santiago, Chile}	Marine radiocarbon reservoir age along the chilean continental margin	3
10.1007/s00703-017-0555-4	{Chile}	{Department of Geophysics, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile}	Spatial variability of near-surface temperature over the coastal mountains in southern Chile (38°S)	1
10.1016/j.erss.2018.08.004	{Chile}	{Energy Center, University of Chile, Chile; Center for Climate and Resilience Research, University of Chile, Chile; Energy Center, Department of Electrical Engineering, University of Chile, Chile}	Co-construction of energy solutions: Lessons learned from experiences in Chile	3
10.1073/pnas.1802859115	{United States, Chile}	{Department of Sociology Social Work, and Anthropology, Utah State University, Logan, UT  84322, United States; Ecology Center, Utah State University, Logan, UT  84322, United States; Department of Political Science, University of Central Florida, Orlando, FL  32816, United States; National Center for Integrated Coastal Research, Sustainable Coastal Cluster, Orlando, FL  32816, United States; Department of Anthropology, University of Wyoming, Laramie, WY  82071, United States; Center for Climate and Resilience Research, Santiago, 8370449, Chile; Far Western Anthropological Research Group Inc., Davis, CA  95618, United States; School of Sustainability, Arizona State University, Tempe, AZ  85287, United States}	Synchronization of energy consumption by human societies throughout the Holocene	1
10.1016/j.atmosenv.2018.06.043	{Netherlands, Chile, France}	{Center for Climate and Resilience Research (CR)2, FONDAP 1511009, Departamento de Geofísica, U. de Chile Blanco Encalada, Santiago, 2002, Chile; Departamento de Geofísica, Faculdad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Laboratoire de Météorologie Dynamique, Ecole Polytechnique, IPSL Research University, Ecole Normale Supérieure, Université, Paris-Saclay, Sorbonne Universités, UPMC Univ Paris 06, Paris, France; Department of Climate, Air and Sustainability, TNO Utrecht, Netherlands; Universidad de Santiago de Chile (USACH), Santiago, Chile; Universidad Técnica Federico Santa Maria, Santiago, Chile; Escuela de Mecánica, Universidad Tecnológica Metropolitana (UTEM), Santiago, Chile}	Impact of residential combustion and transport emissions on air pollution in Santiago during winter	5
10.4067/S0717-554X2018000200182	{Brazil, Chile}	{Centro de Ciencia del Clima y la Resiliencia, Universidad de Chile, Santiago, Chile; Análisis Sistémico aplicado a la Sociedad, Universidad de Chile, Santiago, Chile; Escuela de Gobierno, Universidad Adolfo Ibáñez, Santiago, Chile; Núcleo de Innovación Tecnológica, Instituto Nacional de Investigaciones Espaciales, São José dos Campos, Brazil}	Metalogue as a transdisciplinary collaboration tool [Metálogo como herramienta de colaboración transdisciplinaria]	3
10.3390/atmos9080304	{Chile}	{Departamento de Ingeniería Hidráulica y Ambiental, Pontificia Universidad Católica de Chile, Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile; Centro de Investigación para la Gestión Integrada de Desastres Naturales (CIGIDEN), Centro de Desarrollo Urbano Sustentable (CEDEUS), Centro Interdisciplinario de Cambio Global UC (CCG-UC), Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile; Dirección Meteorológica de Chile (DMC), Portales 3450, Estación Central, Santiago, 9170018, Chile; Departamento de Geofísica, Centro de Ciencia del Clima y la Resiliencia, Universidad de Chile, Blanco Encalada 2002, Santiago Centro, Santiago, 8370449, Chile}	Using the Weather Research and Forecasting (WRF) model for precipitation forecasting in an Andean region with complex topography	4
10.1016/j.gloplacha.2018.05.013	{Chile, Spain}	{Área de Botánica, Departamento de Ciencias Agroforestales, EiFAB, Campus Duques de Soria, Universidad de Valladolid, Soria, 42004, Spain; Facultad de Ciencias Forestales y Recursos Naturales, Laboratorio de Dendrocronología y Cambio Global, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR2), Santiago, Chile; Instituto de Ciencias de la Tierra, Facultad de Ciencias, Universidad Austral de Chile, Valdivia, Chile}	Coupled human-climate signals on the fire history of upper Cachapoal Valley, Mediterranean Andes of Chile, since 1201 CE	3
10.5194/gmd-11-2209-2018	{Brazil, Germany, Chile}	{Department of Atmospheric Sciences, Universidade de São Paulo, Rua do Matão 1226, São Paulo, SP, Brazil; Department of Pathology, Faculdade de Medicina, Universidade de São Paulo, Av. Dr. Arnaldo 455, São Paulo, SP, Brazil; Institute for Geoinformatics, Westfälische Wilhelms-Universität Münster, Heisenbergstrasse 2, D-Münster, 48149, Germany; Department of Mechanical Engineering, Universidad Técnica Federico Santa María, Vicuña Mackenna, Santiago, 3939, Chile}	VEIN v0.2.2: an R package for bottom-up vehicular emissions inventories	1
