"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IVW92G77","journalArticle","2014","Mechoso, C. R.; Wood, R.; Weller, R.; Bretherton, C. S.; Clarke, A. D.; Coe, H.; Fairall, C.; Farrar, J. T.; Feingold, G.; Garreaud, R. D.; Grados, C.; McWilliams, J.; de Szoeke, S. P.; Yuter, S. E.; Zuidema, P.","Ocean–Cloud–Atmosphere–Land Interactions in the Southeastern Pacific: The VOCALS Program","Bulletin of the American Meteorological Society","","0003-0007","10.1175/BAMS-D-11-00246.1","http://www.scopus.com/inward/record.url?eid=2-s2.0-84900314869&partnerID=tZOtx3y1","The Variability of American Monsoon Systems (VAMOS) Ocean-Cloud-Atmosphere- Land Study (VOCALS) is an international research program focused upon improved understanding and modeling of the southeast Pacific (SEP) climate system on diurnal to inter annual time scales. The SEP is characterized by strong coastal ocean upwelling, the coldest sea surface temperatures (SST) at comparable latitudes, the planet's most extensive subtropical stratocumulus deck, and a high and steep cordillera to the east. The VOCALS program is built on several research activities in SEP climate research (Mechoso and Wood 2010). The preceding Eastern Pacific Investigation of Climate Processes in the Coupled Ocean-Atmosphere System (EPIC) provided important insight on the intertropical convergence zone (ITCZ)/cold-tongue complex and marine boundary layer (MBL) clouds over the SEP.","2014-03","2018-04-12 13:07:44","2018-04-12 13:07:44","","357–375","","3","95","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/NUE26CVV/mechoso_et_al_2014_ocean–cloud–atmosphere–land_interactions_in_the_southeastern_pacific.pdf","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KY3LG2L","journalArticle","2014","Pesce, O.H.; Moreno, P.I.","Vegetation, fire and climate change in central-east Isla Grande de Chiloé (43°S) since the Last Glacial Maximum, northwestern Patagonia","Quaternary Science Reviews","","0277-3791","10.1016/j.quascirev.2014.02.021","http://www.sciencedirect.com/science/article/pii/S0277379114000705","We present a detailed record from Lago Lepué to examine vegetation, climate and fire-regime changes since the Last Glacial Maximum (LGM) in central-east Isla Grande de Chiloé (43°S), northwestern Patagonia. Precipitation in this region correlates with the intensity of the southern westerly winds (SWW), allowing reconstruction of past SWW behavior through precipitation-sensitive sensors. Recession from the LGM glacier margins exposed the central-east sector of Isla Grande de Chiloé by 17,800calyrBP, followed by the immediate colonization of pioneer cold-resistant herbs/shrubs and rapid establishment of closed-canopy Nothofagus forests by 17,000calyrBP. Broad-leaved temperate rainforests have persisted since then with compositional changes driven by changes in temperature, hydrologic balance and disturbance regimes. We detect low lake levels and enhanced fire activity between 800-2000, 4000-4300, ∼8000-11,000 and 16,100-17,800calyrBP, implying southward shifts and/or weaker SWW flow that alternated with cold, humid phases with muted fire activity. Covariation in paleoclimate trends revealed by the Lago Lepué record with tropical and Antarctic records since the LGM, suggests that the SWW have been a highly dynamic component of the climate system capable of linking climate changes from low- and high-southern latitudes during the Last Glacial termination and the current interglacial. © 2014 Elsevier Ltd.","2014-04","2018-04-12 13:07:43","2018-04-12 13:07:43","","143–157","","","90","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/VE5C95ZK/pesce_moreno_2014_vegetation,_fire_and_climate_change_in_central-east_isla_grande_de_chiloe.pdf","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5W6DZMBF","journalArticle","2014","Huneeus, Nicolas; Boucher, Olivier; Alterskjaer, Kari; Cole, Jason N. S.; Curry, Charles L.; Ji, Duoying; Jones, Andy; Kravitz, Ben; Kristjánsson, Jón Egill; Moore, John C.; Muri, Helene; Niemeier, Ulrike; Rasch, Phil; Robock, Alan; Singh, Balwinder; Schmidt, Hauke; Schulz, Michael; Tilmes, Simone; Watanabe, Shingo; Yoon, Jin-Ho","Forcings and feedbacks in the GeoMIP ensemble for a reduction in solar irradiance and increase in CO 2","Journal of Geophysical Research: Atmospheres","","0148-0227","10.1002/2013JD021110","http://www.scopus.com/inward/record.url?eid=2-s2.0-84901723947&partnerID=tZOtx3y1","The effective radiative forcings (including rapid adjustments) and feedbacks associated with an instantaneous quadrupling of the preindustrial CO<inf>2</inf> concentration and a counterbalancing reduction of the solar constant are investigated in the context of the Geoengineering Model Intercomparison Project (GeoMIP). The forcing and feedback parameters of the net energy flux, as well as its different components at the top-of-atmosphere (TOA) and surface, were examined in 10 Earth System Models to better understand the impact of solar radiation management on the energy budget. In spite of their very different nature, the feedback parameter and its components at the TOA and surface are almost identical for the two forcing mechanisms, not only in the global mean but also in their geographical distributions. This conclusion holds for each of the individual models despite intermodel differences in how feedbacks affect the energy budget. This indicates that the climate sensitivity parameter is independent of the forcing (when measured as an effective radiative forcing). We also show the existence of a large contribution of the cloudy-sky component to the shortwave effective radiative forcing at the TOA suggesting rapid cloud adjustments to a change in solar irradiance. In addition, the models present significant diversity in the spatial distribution of the shortwave feedback parameter in cloudy regions, indicating persistent uncertainties in cloud feedback mechanisms. ©2014. American Geophysical Union. All Rights Reserved.","2014-05","2018-04-12 13:07:42","2018-04-12 13:07:42","","5226–5239","","9","119","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/MNHCXK4G/huneeus_et_al_2014_forcings_and_feedbacks_in_the_geomip_ensemble_for_a_reduction_in_solar.pdf","","Modelación y Sistemas de Observación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GPZ22CV","journalArticle","2014","Viale, Maximiliano; Garreaud, René","Summer Precipitation Events over the Western Slope of the Subtropical Andes","Monthly Weather Review","","0027-0644","10.1175/MWR-D-13-00259.1","http://journals.ametsoc.org/doi/abs/10.1175/MWR-D-13-00259.1","Summertime [December-February (DJF)] precipitation over the western slopes of the subtropical Andes (32°-368°) accounts for less than 10% of the annual accumulation, but it mostly occurs as rain and may trigger landslides leading to serious damages. Based on 13 year of reanalysis, in situ observations, and satellite imagery, a synoptic climatology and physical diagnosis reveal two main weather types lead to distinct precipitation systems. The most frequent type (̃80% of the cases) occurs when a short-wave midlevel trough with weak winds and thermally driven mountain winds favor the development of convective precipitation during the daytime. The trough progresses northwest of a long-lasting warm ridge, which produces low-level easterly airflow that enhances its buoyancy as it moves over the arid land of western Argentina toward the Andes. The weak winds aloft facilitate the penetration of the moist easterly flow into the Andes. Midlevel flow coming from the west side of the Andes is decoupled from the low-level maritime air by a temperature inversion, and thus provides little moisture to support precipitation. The less frequent type (̃20% of the cases) occurs when a deep midlevel trough and strong westerly flow produces stratiform precipitation. This type has a baroclinic nature akin to winter storms, except that they are rare in summer and there is no evidence of a frontal passage at low levels. The lifting and cooling ahead of the trough erode the typical temperature inversion over the Pacific coast, and thus allows upslope transport of low-level marine air by the strong westerlies forming a precipitating cloud cap on the western slope of the Andes. © 2014 American Meteorological Society.","2014-03","2018-04-12 13:07:42","2018-04-12 13:07:42","","1074–1092","","3","142","","","","","","","","","","","","","","","","","bibtex: viale_summer_2014","","/home/nvaldebenito/Zotero/storage/EKD6VKMG/viale_garreaud_2014_summer_precipitation_events_over_the_western_slope_of_the_subtropical_andes.pdf","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWE8ST2L","journalArticle","2014","Shaffer, G.","Formulation, calibration and validation of the DAIS model (version 1), a simple Antarctic ice sheet model sensitive to variations of sea level and ocean subsurface temperature","Geoscientific Model Development","","1991-9603","10.5194/gmd-7-1803-2014","http://www.scopus.com/inward/record.url?eid=2-s2.0-84940312463&partnerID=tZOtx3y1","The DCESS (Danish Center for Earth System Science) Antarctic Ice Sheet (DAIS) model is presented. Model hindcasts of Antarctic ice sheet (AIS) sea level equivalent are forced by reconstructed Antarctic temperatures, global mean sea level and high-latitude, ocean subsurface temperatures, the latter calculated using the DCESS model forced by reconstructed global mean atmospheric temperatures. The model is calibrated by comparing such hindcasts for different model configurations with paleoreconstructions of AIS sea level equivalent from the last interglacial, the last glacial maximum and the mid-Holocene. The calibrated model is then validated against present estimates of the rate of AIS ice loss. It is found that a high-order dependency of ice flow at the grounding line on water depth there is needed to capture the observed response of the AIS at ice age terminations. Furthermore, it is found that a dependency of this ice flow on ocean subsurface temperature by way of ice shelf demise and a resulting buttressing decrease is needed to explain the contribution of the AIS to global mean sea level rise at the last interglacial. When forced and calibrated in this way, model hindcasts of the rate of present-day AIS ice loss agree with recent, data-based estimates of this ice loss rate. © Author(s) 2014.","2014-08","2018-04-12 13:07:41","2018-04-12 13:07:41","","1803–1818","","4","7","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/CPP3XX4X/shaffer_2014_formulation,_calibration_and_validation_of_the_dais_model_(version_1),_a_simple.pdf","","Modelación y Sistemas de Observación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGXUU4BJ","journalArticle","2014","Romero-Mieres, Mario; González, Mauro E; Lara, Antonio","Recuperación natural del bosque siempreverde afectado por tala rasa y quema en la Reserva Costera Valdiviana, Chile","Bosque","","0717-9200","10.4067/S0717-92002014000300001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002014000300001&lng=en&nrm=iso&tlng=en","This study aimed at understanding the natural recovery of the evergreen forest a decade after being affected by clearcutting and burning, in a site located in the Valdivian Coastal Reserve (39°56’ S-73°40’ W). A total of 27 circular (50.2 m2) plots with eight subplots each were established. Floristic composition was recorded and quantitative, diametric and age structures were determined. The results show a richness of 77 vascular species (84.4% natives), with Lophosoria quadripinnata presenting the highest relative cover (20.7%). The presence of hemicryptophytes (35%) indicates human intervention in the place. Trees were the main form of growth, being Drimys winteri, Saxegothaea conspicua and Amomyrtus luma the species with higher plant density. The latter two species growing under Chusquea macrostachya and Lophosoria quadripinnata cover. Drimys winteri and Embothrium coccineum were established immediately after the anthropogenic disturbance of clearcutting and burning, confirming the pioneering character of these two species after highly severe disturbances. Regeneration of Nothofagus nitida was scarce in the area, probably associated with low availability and seed dispersal capacity from surrounding forests. Understanding the early response of evergreen forests affected by anthropogenic disturbance is very important for assisting and guiding the ecological restoration of these forest ecosystems.","2014","2018-04-12 13:07:41","2018-04-12 13:07:41","","257–267","","3","35","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/7FFV2Q6L/romero-mieres_et_al_2014_recuperacion_natural_del_bosque_siempreverde_afectado_por_tala_rasa_y_quema_en.pdf","","Servicios Ecosistémicos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHLC2E4H","journalArticle","2015","Bozkurt, D; Sen, OL; Hagemann, S","Projected river discharge in the Euphrates–Tigris Basin from a hydrological discharge model forced with RCM and GCM outputs","Climate Research","","0936-577X","10.3354/cr01268","http://www.scopus.com/inward/record.url?eid=2-s2.0-84920986276&partnerID=tZOtx3y1","The hydrological discharge (HD) model of Max Planck Institute for Meteorology is forced by a variety of climate model datasets to investigate the future of discharge in the Euphrates-Tigris Basin. The data include daily time series of surface runoff and sub-surface runoff outputs of 2 global climate models (GCMs) (the SRES A1B scenario simulation of ECHAM5/MPIOM and the RCP 4.5 scenario simulation of MPI-ESM-LR) and the dynamically downscaled outputs of ECHAM5/MPIOM and NCAR-CCSM3 scenario (SRES A1FI, A2 and B1) simulations. The suite of simulations enables a comprehensive analysis of the projected river discharge, and allows a comparison between CMIP5 simulations of MPI-ESM-LR and CMIP3 results from its predecessor ECHAM5/MPIOM on a basin scale. We demonstrate that HD simulations forced with relatively low-resolution GCM outputs are not good at reproducing the seasonal cycle of discharge, which is typically characterized by less flow in the peak season and an earlier peak in annual discharge. Simulations forced with the MPI-ESM-LR yield more robust information on the annual cycle and timing of the annual peak discharge than ECHAM5-forced simulations. In contrast to GCM-forced simulations, high-resolution RCM-forced simulations reproduce the annual cycle of discharge reasonably well; however, overestimation of discharge during the cold season and bias in the timing of springtime snowmelt peaks persist in the RCM-forced simulations. Different RCM-forced scenario simulations indicate substantial decreases in mean annual discharge for the Euphrates and Tigris Rivers by the end of the century, ranging from 19-58%. Significant temporal shifts to earlier days (3-5 wk by the end of the 21st century) in the center time of the discharges are also projected for these rivers. As the basin is considered water-stressed and the region is strongly influenced by water-scarcity events, these unfavorable changes may potentially increase water disputes among the basin countries.","2015-01","2018-04-12 13:07:40","2018-04-12 13:07:40","","131–147","","2","62","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/Z9FMTPAF/bozkurt_et_al_2015_projected_river_discharge_in_the_euphrates–tigris_basin_from_a_hydrological.pdf","","Modelación y Sistemas de Observación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYHD7M93","journalArticle","2015","Jacques-Coper, Martín; Garreaud, René D.","Characterization of the 1970s climate shift in South America","International Journal of Climatology","","0899-8418","10.1002/joc.4120","http://www.scopus.com/inward/record.url?eid=2-s2.0-84939471539&partnerID=tZOtx3y1","The 1976-1977 cold-to-warm sea surface temperature (SST) shift in the tropical Pacific Ocean, which has been associated with a phase change of the Pacific Decadal Oscillation (PDO) index, separated a 'La Niña-like' decadal regime from an 'El Niño-like' one. In this article, we analyse the differences of mean of annual and austral-summer (DJF) temperature, precipitation, and sea-level pressure (SLP) over South America (SA) between 1961-1973 and 1978-1990, and explore the occurrence of significant shifts in their time series. Our sources are instrumental records, gridded interpolated data, and reanalyses. Although major regional differences in the intensity of the signal are detected, the climate shift is identified in all variables. In the mid-1970s at annual level, reanalysis SLP data reveal the onset of a step-like anticyclonic circulation anomaly in the southern tip of SA and an abrupt weakening of the Southeast Pacific Subtropical Anticyclone (SEPA). This latter feature may have partly induced the rapid warming observed along the tropical-extratropical west coast of the continent through the weakening of the cold Humboldt current system. An abrupt warming was also detected in surface air temperature (SAT) composites located along the coast of the northern part of SA and in Southeastern SA (SESA). During summer, we found a particularly conspicuous shift-like warming over Southern South America (SSA, comprising Patagonia). Besides, a shift-like increase (decrease) in annual mean precipitation is observed over Central Argentina and in the tropics, to the south (north) of 10°S. In line with previous studies, we conclude that both the interannual (El Niño-Southern Oscillation, ENSO) and the interdecadal (PDO) variability modes seem to have had an incidence in the manifestation of the 1970s climate shift, and that its magnitude appears to be unprecedented during the 20th century, as shown in particular by century-long SAT composites from northern Chile and SSA.","2015-06","2018-04-12 13:07:39","2018-04-12 13:07:39","","2164–2179","","8","35","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/Q3D7PTWV/jacques-coper_garreaud_2015_characterization_of_the_1970s_climate_shift_in_south_america.pdf","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCF6KQYC","journalArticle","2014","Nahuelhual, L.; Carmona, A.; Laterra, P.; Barrena, J.; Aguayo, M.","A mapping approach to assess intangible cultural ecosystem services: The case of agriculture heritage in Southern Chile","Ecological Indicators","","1470-160X","10.1016/j.ecolind.2014.01.005","http://www.sciencedirect.com/science/article/pii/S1470160X14000077","Modeling and mapping of cultural ecosystem services (CES) represents a significant gap in ecosystem service research. A GIS-based methodological framework was developed and applied to map agricultural heritage (AH), understood as a non-divisible combination of three cultural services (dimensions, D): the heritage value associated to a culturally significant species (i.e. Chiloé native potato) (D1); the traditional systems of knowledge of AH keepers (D2); and the social relations among them (D3). The final aim of the study was to provide indicators of the ""final"" service (AHi, measured in a 0-100 point scale) and its benefits (AHB, measured in US$/ha), capable to display areas where high value farmland was located. In essence, AHi comprised a set of biocultural variables validated and weighted by expert opinion. The experts gave the maximum importance to 5 variables: number of native potato varieties cultivated (D1), use of own seed (D1), form in which cultivation knowledge was acquired by the keeper (D2), exchange of own seed (D3), and number of other potato keepers known (D3). In turn, AHB reflected society's willingness to pay for the nonmaterial benefits of AH conservation. Since these benefits ""propagate"" across space extending from local to unknown and distant beneficiaries, and the aim was to identify the most valuable areas for their capacity to satisfy a potential demand, AHB was spatialized following the approach of ""ascribing"" the potential benefits to their ""point of provision"". Thus the highest values of AHi coincided with the highest values of AHB (US$10.64-8.64 ha-1) a comprised 5608 ha of the landscape, and similarly the lowest values of AHi matched the lowest values of AHB (US$1.69-0.18 ha-1) comprising 13,070 ha of the landscape. © 2014 Elsevier Ltd.","2014-05","2018-04-12 13:07:38","2018-04-12 13:07:38","","90–101","","","40","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/H3H84PPR/nahuelhual_et_al_2014_a_mapping_approach_to_assess_intangible_cultural_ecosystem_services.pdf","","Dimensión Humana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53PA8JIA","journalArticle","2015","Lara, Antonio; Bahamondez, Alejandra; González-Reyes, Alvaro; Muñoz, Ariel A.; Cuq, Emilio; Ruiz-Gómez, Carolina","Reconstructing streamflow variation of the Baker River from tree-rings in Northern Patagonia since 1765","Journal of Hydrology","","0022-1694","10.1016/j.jhydrol.2014.12.007","http://www.sciencedirect.com/science/article/pii/S0022169414010099","The understanding of the long-term variation of large rivers streamflow with a high economic and social relevance is necessary in order to improve the planning and management of water resources in different regions of the world. The Baker River has the highest mean discharge of those draining both slopes of the Andes South of 20°S and it is among the six rivers with the highest mean streamflow in the Pacific domain of South America (1100m3s-1 at its outlet). It drains an international basin of 29,000km2 shared by Chile and Argentina and has a high ecologic and economic value including conservation, tourism, recreational fishing, and projected hydropower. This study reconstructs the austral summer - early fall (January-April) streamflow for the Baker River from Nothofagus pumilio tree-rings for the period 1765-2004. Summer streamflow represents 45.2% of the annual discharge. The regression model for the period (1961-2004) explains 54% of the variance of the Baker River streamflow (R2adj=0.54). The most significant temporal pattern in the record is the sustained decline since the 1980s (τ=-0.633, p=1.0144*10-5 for the 1985-2004 period), which is unprecedented since 1765. The Correlation of the Baker streamflow with the November-April observed Southern Annular Mode (SAM) is significant (1961-2004, r=-0.55, p","2015-10","2018-04-12 13:07:38","2018-04-12 13:07:38","","511–523","","","529","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/VLVHBC8S/lara_et_al_2015_reconstructing_streamflow_variation_of_the_baker_river_from_tree-rings_in.pdf","","Servicios Ecosistémicos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZ44P65I","journalArticle","2015","Urrutia-Jalabert, Rocío; Rossi, S.; Deslauriers, A.; Malhi, Y.; Lara, A.","Environmental correlates of stem radius change in the endangered Fitzroya cupressoides forests of southern Chile","Agricultural and Forest Meteorology","","0168-1923","10.1016/j.agrformet.2014.10.001","http://www.sciencedirect.com/science/article/pii/S0168192314002524","Relationships between environmental factors and stem radius variation at short temporal scales can provide useful information regarding the sensitivity of tree species' productivity to climate change. This study used automatic point dendrometers to assess the relationship between environmental variables and stem radius contraction and increment in ten Fitzroya cupressoides trees growing in two sites, the Coastal Range (Alerce Costero National Park) and the Andean Cordillera (Alerce Andino National Park) of southern Chile. The growing season in each site, determined using stem daily cycle patterns for each month, was longer in the Coastal Range site than in the Andes. Warmer and sunnier conditions were positively related with daytime tree radius contraction in both areas, and relationships were stronger in the Coastal Range site where more pronounced shrinking events were associated with prolonged warm and dry conditions compared to the Andes. Stem increment was positively related with precipitation and humidity in both sites, reflecting the positive effect of water on cell turgidity and consequent enlargement. Relationships between stem radius change and environmental variables considering longer temporal scales (7 to 31 days), confirmed a stronger association with humidity/vapor pressure deficit and precipitation, rather than with temperature. Although Fitzroya grows in particularly wet and cool areas, current and projected drier and warmer summer conditions in southern Chile may have a negative effect on Fitzroya stem increment and carbon accumulation in both sites. This effect would be more critical in the Coastal Range compared with the Andes though, due in part to more limiting soil conditions and less summer precipitation in this area. Long-term research is needed to monitor different aspects of the response of these endangered ecosystems to this additional threat imposed by climate change.","2015-01","2018-04-12 13:07:37","2018-04-12 13:07:37","","209–221","","","200","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/GWG86HMP/urrutia-jalabert_et_al_2015_environmental_correlates_of_stem_radius_change_in_the_endangered_fitzroya.pdf","","Servicios Ecosistémicos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89ZSBH5B","journalArticle","2015","Aldunce, Paulina; Beilin, Ruth; Howden, Mark; Handmer, John","Resilience for disaster risk management in a changing climate: Practitioners’ frames and practices","Global Environmental Change","","0959-3780","10.1016/j.gloenvcha.2014.10.010","http://www.sciencedirect.com/science/article/pii/S0959378014001770","There is a growing use of resilience ideas within the disaster risk management literature and policy domain. However, few empirical studies have focused on how resilience ideas are conceptualized by practitioners, as they implement them in practice. Using Hajer's 'social-interactive discourse theory' this research contributes to the understanding of how practitioners frame, construct and make sense of resilience ideas in the context of changes in institutional arrangements for disaster risk management that explicitly include the resilience approach and climate change considerations. The case study involved the roll out of the Natural Disaster Resilience Program in Queensland, Australia, and the study involved three sites in Queensland. The methods used were observation of different activities and the physical sites, revision of documents related to the Natural Disaster Resilience Program and in-depth semi-structured interviews with key informants, all practitioners who had direct interaction with the program. The research findings show that practitioners construct the meaning of disaster resilience differently, and these are embedded in diverse storylines. Within these storylines, practitioners gave different interpretations and emphasis to the seven discourse categories that characterized their resilience discourse. Self-reliance emerged as one of the paramount discourse categories but we argue that caution needs to be used when promoting values of self-reliance. If the policy impetus is a focus on learning, research findings indicate it is also pertinent to move from experiential learning toward social learning. The results presented in this study provide helpful insights to inform policy design and implementation of resilience ideas in disaster risk management and climate change, and to inform theory.","2015-01","2018-04-12 13:07:36","2018-04-12 13:07:36","","1–11","","","30","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/L93BAISI/aldunce_et_al_2015_resilience_for_disaster_risk_management_in_a_changing_climate.pdf","","Dimensión Humana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8ZQ2XQF","journalArticle","2014","Romero-Lankao, Patricia; Hughes, Sara; Qin, Hua; Hardoy, Jorgelina; Rosas-Huerta, Angélica; Borquez, Roxana; Lampis, Andrea","Scale, urban risk and adaptation capacity in neighborhoods of Latin American cities","Habitat International","","0197-3975","10.1016/j.habitatint.2013.12.008","http://www.sciencedirect.com/science/article/pii/S0197397513001331 http://www.scopus.com/inward/record.url?eid=2-s2.0-84893420542&partnerID=tZOtx3y1","While urbanites are vulnerable to a suite of risks that climate change might aggravate (e.g., mortality from extreme temperatures and property damages from floods), urban populations and decision makers may also be positioned to most effectively respond to such risks. Research is needed however, exploring both the multilevel factors and processes that determine urban risk and the complex pathways from hazards to impacts, and from perceptions and coping responses to adaptation. This paper analyzes whether and under what circumstances urban populations experience risk in selected Latin American neighborhoods of Bogotá, Buenos Aires, Mexico and Santiago; it assesses their adaptation capacity, i.e., ability to perceive and respond to hazards. It finds that urban risk depends on scale: hazards, adaptation capacities, responses and their underlying societal and physical drivers vary across urban households, neighborhoods and cities. Informality is a state of regulatory flux, where access to land and livelihood options cannot be fixed and mapped according to any prearranged sets of laws and planning mechanisms, that has a profound influence on risk and adaptation capacities across scales. For instance, informality becomes the site of considerable state power where some forms of growth in risk-prone areas enjoy state sanction while others are criminalized. The informal status becomes both a source of stigmatization that disempowers informal neighborhoods and a systemic determinant of lack of access to assets and options for adaptation capacity.","2014-04","2018-04-12 13:07:35","2018-04-12 13:07:35","","224–235","","","42","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/WUD324GT/romero-lankao_et_al_2014_scale,_urban_risk_and_adaptation_capacity_in_neighborhoods_of_latin_american.pdf","","Dimensión Humana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9WCCA4F","journalArticle","2014","Flores, Federico; Garreaud, René D.; Muñoz, Ricardo C.","OpenFOAM applied to the CFD simulation of turbulent buoyant atmospheric flows and pollutant dispersion inside large open pit mines under intense insolation","Computers & Fluids","","0045-7930","10.1016/j.compfluid.2013.11.012","http://www.sciencedirect.com/science/article/pii/S0045793013004507","The particular conditions of air circulation inside large open pit mines under intense insolation, dominated by mechanical and buoyant effects, are crucial when studying the dispersion of pollutants inside and outside the pit. Considering this, we study this problem using CFD tools able to include the complex geometry characterizing it and the different processes affecting circulation: flow interaction with obstacles, buoyancy, stratification and turbulence. We performed simulations using a previously developed OpenFOAM solver, focusing in the particular case of Chuquicamata, a large open pit mine (∼1. km deep) located in northern Chile. Both idealized and real topographies were used. Given the importance of turbulence in this type of large-scale flows we have used LES to incorporate it in the calculation, using a DES approach to solve the flow near walls.The results from the idealized cases support the idea that buoyant currents foster the exit of particles from the pit and increase the turbulence inside its atmosphere, modifying the purely mechanical recirculatory flow inside the cavity. Differences in the air circulation and dispersion of particles between idealized and non-idealized cases are reported. In particular, there are changes in the intensity and location of the recirculation inside the pit due to variations in the aspect ratio (length/depth) of the cavity along the axis perpendicular to the main flow. Also, the topography surrounding the mine affects the main flow that sweeps the cavity, channeling it along the main axis of the pit and forcing it to enter the cavity through the lower level of the top edge. As a consequence, the patterns of pollutant transport observed in the idealized cases, dominated by near-wall upward currents, are different than those observed in the cases with complex topography, where the dispersion is dominated by internal buoyant upward currents. Anyhow, whether by internal or near wall upward currents, in all buoyant cases considered a large percentage of the particles injected inside the pit leaves the cavity.Further experiments studying the effect of 3D aspect ratio over the mechanically forced internal flow are needed to fully understand the effect of the internal geometry of the pit over the flow. © 2013 Elsevier Ltd.","2014-02","2018-04-12 13:07:35","2018-04-12 13:07:35","","72–87","","","90","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/A7ZVHAPG/flores_et_al_2014_openfoam_applied_to_the_cfd_simulation_of_turbulent_buoyant_atmospheric_flows.pdf","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
