itemId,status,created,lastModif,Datos Publicación -- 737,Usuario -- 739,Reconocimiento o Afiliacion -- 751,Estado -- 741,Título -- 742,Autores -- 743,Lineas Involucradas -- 745,DOI -- 746,Código ISSN / ISBN -- 747,Nombre Journal -- 748,Ubicación en Línea -- 749,Año de Publicación -- 750,PARTICIPACION -- 753,FONDOS que aportaron a la publicación -- 754,% aportado por FONDAP -- 755,% aportado por FONDECYT -- 756,% aportado por FONDEF -- 757,% aportado por BASAL -- 758,% aportado por ICM -- 759,% aportado por Otro (indicar) -- 760,Adjunta la Publicación -- 763,Abstract -- 764,Revisión INTERNA -- 738,Periodo -- 752,Líneas Involucradas antiguas -- 744
4967,o,04/04/19 11:43,06/06/18 13:26,,fbarraza,NO,Publicadas,"Ambient PM10 impacts brought by the extreme flooding event of March 24–26, 2015, in Copiapó, Chile","Jorquera, H., Villalobos, A. M., Barraza, F.",:Cities,10.1007/s11869-018-0549-5,1873-9318,"Air Quality, Atmosphere &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Health",http://link.springer.com/10.1007/s11869-018-0549-5,2018.0,:Postdoc ,,40,60,,,,,4347,"On March 24–26, 2015, the Chilean city of Copiapó (27° 22′ S, 70° 20′ W), located in the hyperarid Atacama Desert, suffered an intense flooding brought by an extreme, unique rainfall event with a 35-year record of daily precipitation. A receptor model (positive matrix factorization, version 5) analysis, applied to ambient PM10 chemical speciation from three short-term sampling campaigns, resolved four sources: crustal/road dust, sea salt, secondary sulfates, and emissions from Paipote copper smelter located 8 km east of Copiapó. Wind trajectories computed with US NOAA’s Hybrid Single-Particle Lagrangian Integrated Trajectory model (HYSPLIT) supported the above source identification and explained variability in source contributions. It was found that crustal/road dust increased 50 μg/m3, in April 8–10, 2015, as compared with values in November 2014 and October–November 2015, respectively. This was the dominant PM10 source after the flooding and before debris were cleaned up, being on order of magnitude higher that the other source contributions. The Paipote copper smelter contributed with primary PM10 emissions and secondary sulfates; this combined contribution averaged 11.8 μg/m3. Sea salt contributions contributed an average of 3.3 μg/m3. In normal conditions, crustal/road dust averaged 2.9 μg/m3, but the other resolved sources also contributed with crustal elements as their emissions are transported by winds to Copiapó. The positive matrix factorization solution included an unresolved concentration of 7.4 μg/m3. The small number of samples and the lack of measurements of nitrate, ammonia, and organic and elemental carbon may explain this result. Hence, sources such as secondary nitrates and combustion sources plus fugitive dust from sources surrounding Copiapó might be included in that unresolved concentration.",noack,REPORTADA 2018,:MOS 
4968,o,04/04/19 11:43,04/04/19 11:43,,rrondanelli,SI,Publicadas,AOT Retrieval Procedure for Distributed Measurements With Low-Cost Sun Photometers: AOT RETRIEVAL METHOD FOR SUN PHOTOMETERS,"Toledo, F., Garrido, C., Díaz, M., Rondanelli, R., Jorquera, S., Valdivieso, P.",":Cities,      :Coastal Zones",10.1002/2017JD027309,2169-897X,Journal of Geophysical Research: Atmospheres,http://doi.wiley.com/10.1002/2017JD027309,2018.0,:Investigadores ,,10,90,0,0,0,0,3983,"We propose a new application of inexpensive light-emitting diode (LED)-based Sun photometers, consisting of measuring the aerosol optical thickness (AOT) with high resolution within metropolitan scales. Previously, these instruments have been used at continental scales by the GLOBE program, but this extension is already covered by more expensive and higher-precision instruments of the AERONET global network. For this we built an open source two-channeled LED-based Sun photometer based on previous developments, with improvements in the hardware, software, and modifications on the calibration procedure. Among these we highlight the use of MODTRAN to characterize the effect introduced by using LED sensors in the AOT retrieval, an open design available for the scientific community and a calibration procedure that takes advantage of a CIMEL Sun photometer located within the city, enables the intercomparison of several LED Sun photometers with a common reference. We estimated the root-mean-square error in the AOT retrieved by the prototypes as 0.006 at the 564 nm and 0.009 at the 408 nm. This error is way under the magnitude of the AOT daily cycle variability measured by us in our campaigns, even for distances closer than 15 km. In addition to inner city campaigns, we also show aerosol-tracing applications by measuring AOT variations from the city of Santiago to the Andes glaciers. Measuring AOT at high spatial resolution in urban areas can improve our understanding of urban scale aerosol circulation, providing information for solar energy planning, health policies, and climatological studies, among others.",en zotero,REPORTADA 2018,
4969,o,04/04/19 11:43,04/04/19 11:43,,flambert,SI,Publicadas,"ENSO Influence on Coastal Fog-Water Yield in the Atacama Desert, Chile","del Río, C., Rivera,D., Siegmund, A., Wolf, N., Cereceda, P., Larraín, H., Lobos, F., Garcia, J. L., Osses, P., Zanetta, N., Lambert, F.",:Cities,10.4209/aaqr.2017.01.0022,1680-8584,Aerosol and Air Quality Research,http://www.aaqr.org/doi/10.4209/aaqr.2017.01.0022,2018.0,:Investigadores ,,5,5,0,0,0,90,3984,"Fog water represents an alternative, abundant and currently unexploited fresh water resource in the coastal Atacama Desert (~20°S). Here, the stratocumulus clouds meet the Coastal Cordillera, producing highly dynamic advective marine fog, a major feature of the local climate that provides water to a hyper-arid environment. One of the main issues that arises in harvesting fog water is our limited understanding of the spatial and inter-annual variability of fog clouds and their associated water content. Here we assess the role of regional-wide El Niño Southern Oscillation (ENSO) forcing on local inter-annual fog-water yields along the coast of Atacama. We contrast 17 years of continuous fog-water data, with local and regional atmospheric and oceanographic variables to determine the link between them and the inter-annual dynamics of fog in northern Chile. Sea surface temperature (SST) in ENSO zone 1 + 2 shows significant correlations with offshore and coastal Atacama SST, as well as with local low cloud cover and fog water yields, which go beyond the annual cycle beat, exposing a potential causal link and influence of ENSO on fog along the Atacama. On the inter-annual time scale, we found that when ENSO 3 + 4 zone SST, specifically during summer, overcome a > 1°C temperature threshold, they incite significantly higher summer fog water yields and explain 79% of the fog variability. Furthermore, satellite images displaying regional extent Sc cloud and fog presence during ENSO extremes reveal higher cloud abundance during El Niño at this latitude. However, 75% of the yearly fog water is collected during winter, and does not appear to be affected in a significant manner by Pacific oscillations. Thus, our results suggest that the utilization of fog as a fresh water resource may be sustainable in the future, regardless of ENSO-induced variability in the region.",en zotero,REPORTADA 2018,
4970,o,04/04/19 11:43,03/01/18 10:01,,rarriagada,NO,In Press,Assessing the implementation of marine ecosystem based management into national policies: Insights from agenda setting and policy responses,"Gelcich, S., Reyes-Mendy, F., Arriagada, R., Castillo, B.",:Land Use Change,10.1016/j.marpol.2018.01.017,0308-597X,Marine Policy,http://linkinghub.elsevier.com/retrieve/pii/S0308597X17304037,2018.0,:Investigadores ,,X,,,,X,,3985,"During the past decade, global environmental policy discussions have encouraged countries to engage in an ecosystem approach to managing the oceans. An ecosystem approach involves the integrated management of species, other natural services, and the multiple uses of the coast. Improving ecosystem based management efforts requires a better understanding of how it is included within national level policies that influence marine resource management. Chile has committed to implement international recommendations to include ecosystem based management. This study operationalizes an approach to assess the extent to which ecosystem based management is being implemented at national scales through the synthesis of agenda setting documents and national level policy/regulatory responses. The study specifically searches for ecosystem based management principles, as defined by the Convention of Biological Diversity in State of the Nation presidential speeches, national sectorial policies, national decrees and national programs issued between 1990 and 2014 (n = 1335 documents). Results show that although national level policies in Chile increasingly share common grounds with ecosystem based management principles, the overall approach is poorly mainstreamed into agenda setting speeches and reports. Working with existing institutional settings and institutional capacity are key features to maintain trajectories for the implementation of ecosystem based management in national policies. The approach presented complements research on marine policy implementation by effectively informing how national level policies can be analyzed under the lens of ecosystem based management.",noack,REPORTADA 2018,
4971,o,04/04/19 11:43,12/03/18 08:47,,rgarreaud,SI,Publicadas,Hydroclimatic conditions trigger record harmful algal bloom in western Patagonia (summer 2016),"León-Muñoz, J., Urbina, M. A., Garreaud, R., Iriarte, J. L.",:Water extremes,10.1038/s41598-018-19461-4,2045-2322,Scientific Reports,http://www.nature.com/articles/s41598-018-19461-4,2018.0,:Investigadores ,,25,,,,,75 otros autores,3986,"A harmful algal bloom (HAB) of the raphidophyta alga Pseudochattonella cf. verruculosa during the 2016 austral summer (February-March) killed nearly 12% of the Chilean salmon production, causing the worst mass mortality of fish and shellfish ever recorded in the coastal waters of western Patagonia. The HAB coincided with a strong El Ninõ event and the positive phase of the Southern Annular Mode that altered the atmospheric circulation in southern South America and the adjacent Pacific Ocean. This led to very dry conditions and higher than normal solar radiation reaching the surface. Using time series of atmospheric, hydrologic and oceanographic data we show here that an increase in surface water temperature and reduced freshwater input resulted in a weakening of the vertical stratification in the fjords and sounds of this region. This allowed the advection of more saline and nutrient-rich waters, ultimately resulting in an active harmful algal bloom in coastal southern Chile.",en zotero,REPORTADA 2018,
4972,o,04/04/19 11:43,12/03/18 08:40,,rdepol,SI,Publicadas,Influence of Glacier Melting and River Discharges on the Nutrient Distribution and DIC Recycling in the Southern Chilean Patagonia,"Vargas, C. A., Cuevas, L. A., Silva, N., González, H. E., De Pol-Holz, R., Narváez, D. A.",:Land Use Change,10.1002/2017JG003907,2169-8953,Journal of Geophysical Research: Biogeosciences,http://doi.wiley.com/10.1002/2017JG003907,2018.0,:Investigadores ,,25,25,X,X,50,X,3987,"The Chilean Patagonia constitutes one of the most important and extensive fjord systems worldwide, therefore can be used as a natural laboratory to elucidate the pathway of both organic and inorganic matter in the receiving environment. In this study we use data collected during an intensive oceanographic cruise along the Magellan Strait into the Almirantazgo Fjord in southern Patagonia to evaluate how different sources of dissolved inorganic carbon (DIC) and recycling may impact particulate organic carbon (POC) δ13C and influence the nutrients and carbonate system spatial distribution. The carbonate system presented large spatial heterogeneity. The lowest total alkalinity and DIC were associated to freshwater dilution observed near melting glaciers. The δ13CDIC analysis suggests that most DIC in the upper 50 m depth was not derived from terrestrial organic matter remineralization. 13C-depleted riverine and ice-melting DIC influence the DIC pool along the study area, but due to that DIC concentration from rivers and glaciers is relatively low, atmospheric carbon contribution or biological processes seem to be more relevant. Intense undersaturation of CO2 was observed in high chlorophyll waters. Respired DIC coming from the bottom waters seems to be almost insignificant for the inorganic carbon pool and therefore do not impact significantly the stable carbon isotopic composition of dissolved organic carbon and POC in the upper 50 m depth. Considering the combined effect of cold and low alkalinity waters due to ice melting, our results highlight the importance of these processes in determining corrosive waters for CaCO3 and local acidification processes associated to calving glacier in fjord ecosystems.",en zotero,REPORTADA 2018,
4973,o,02/01/18 21:00,12/03/18 08:49,,rgarreaud,SI,Publicadas,A plausible atmospheric trigger for the 2017 coastal El Niño: THE 2017 COASTAL EL NIÑO,"Garreaud, R. D.",:Water extremes,10.1002/joc.5426,0899-8418,International Journal of Climatology,http://doi.wiley.com/10.1002/joc.5426,2018.0,:Investigadores ,,100,,,,,,,"The far eastern tropical Pacific experienced a rapid, marked warming in early 2017, causing torrential rains along the west coast of South America with a significant societal toll in Peru and Ecuador. This strong coastal El Niño was largely unpredicted, even a few weeks before its onset, and it developed differently from either central or eastern events. Here we provide an overview of the event, its impacts and concomitant atmospheric circulation. It is proposed that a remotely forced, sustained weakening of the free tropospheric westerly flow impinging the subtropical Andes leads to a relaxation of the southeasterly (SE) trades off the coast, which in turn may have warmed the eastern Pacific throughout the weakening of upwelling in a near-coastal band and the lessening of the evaporative cooling farther offshore.",en zotero,REPORTADA 2018,
4974,o,02/01/18 21:00,12/03/18 08:54,,rgarreaud,SI,Publicadas,Record-breaking climate anomalies lead to severe drought and environmental disruption in western Patagonia in 2016,"Garreaud, R. D.",:Water extremes,10.3354/cr01505,0936-577X,Climate Research,http://www.int-res.com/abstracts/cr/v74/n3/p217-229/,2018.0,:Investigadores ,,100,,,,,,3988,"Traditionally a temperate and hyper-humid region, western Patagonia experienced its most severe drought during the summer and fall of 2016. Along with precipitation deficits larger than 50% there was a similar reduction in river discharge into coastal waters, a decline in vegetation productivity, excessive solar radiation at the surface, and frequent upwelling-favorable wind events offshore. The combination of these regional-scale anomalies seems to have set the stage for environmental disturbances that, although not new in western Patagonia, occurred with unprecedented magnitude, including severe urban air pollution episodes, large forest fires, and the worst ever recorded harmful algae bloom (HAB). The local climate anomalies were in turn related to the concomitant strong El Niño (through atmospheric teleconnections) and, to a lesser extent, anthropogenic climate change mediated by the positive polarity of the Southern Annular Mode (SAM) and internal variability, as both modes weakened the westerlies. Dryer than present conditions are consistently projected for northern Patagonia during the 21st century as a consequence of anthropogenic increases in radiative forcing; superposition of El Niño events in this altered climate may result in a higher frequency of extreme droughts and environmental disruptions like those observed in 2016.",en zotero,REPORTADA 2018,
4975,o,02/01/18 21:00,12/03/18 08:39,,rdepol,SI,Publicadas,First evidence of a mid-Holocene earthquake-triggered megaturbidite south of the Chile Triple Junction,"Piret, L., Bertrand, S., Kissel, C., De Pol-Holz, R., Tamayo Hernando, A., Van Daele, M.",:Land Use Change,10.1016/j.sedgeo.2018.01.002,0037-0738,Sedimentary Geology,http://linkinghub.elsevier.com/retrieve/pii/S0037073818300113,2018.0,:Investigadores ,,10,10,X,X,20,60,3989,"Megaturbidites have been the focus of many paleoseismic and paleoenvironmental studies because they can provide evidence for catastrophic and/or hazardous events with potentially major environmental implications. During a recent research cruise in Baker Fjord, Chile (47°54'S-74°30'W), a megaturbidite was described between the Northern and Southern Patagonian Icefields. Here, we aim to determine the depositional processes of the megaturbidite and identify its origin. Based on the turbidite's location, a possible origin was the early Holocene drainage of paleo-lake General Carrera, which was recently proposed in the literature as having produced a Glacial Lake Outburst Flood (GLOF) that drained through Baker Fjord. Due to the fjord's location in a subduction zone, and close to the Chile Triple Junction, however, seismic activity must also be considered as a potential triggering mechanism. To achieve our goals, we undertook a multi-proxy analysis of sediment core MD07-3121, including sedimentology (grain size, loss-on-ignition, foraminifera counts), magnetic properties, bulk organic geochemistry, and radiocarbon dating, and we analysed bathymetric maps and sub-bottom profiles. Our grain-size results display a diagnostic fining upward trend and show evidence of seiching in the 733-cm-thick megaturbidite. The age of the event (5513-5211 cal yr BP) contradicts the hypothesis of an early Holocene GLOF origin. Bulk organic geochemical results indicate that the sediments that compose the turbidite are clearly of marine origin, which further goes against a GLOF origin. In addition, the megaturbidite is underlain by a 1136 cm thick mass transport deposit (MTD), also composed of marine sediments. According to the sub-bottom profiles, the MTD and the megaturbidite originate from the reworking of thick packages of sediment previously deposited on nearby sills and on the fjord's flanks. Furthermore, similar coeval deposits are found in an adjacent sub-basin. We therefore interpret these deposits to be triggered by an earthquake during the late mid-Holocene. While megathrust and intraslab earthquakes are possible in the region, we argue that a crustal earthquake is the most likely seismic trigger in the study area. This study reveals the first earthquake-triggered megaturbidite south of the Chile Triple Junction.",en zotero,REPORTADA 2018,
4976,o,02/01/18 21:00,06/06/18 13:19,,fbarraza,SI,Publicadas,"Indoor PM2.5 in an urban zone with heavy wood smoke pollution: The case of Temuco, Chile","Jorquera, H., Barraza, F., Heyer, J., Valdivia, G. S., Schiappacasse, L. N., Montoya, l. D.",:Cities,10.1016/j.envpol.2018.01.085,0269-7491,Environmental Pollution,https://www.ncbi.nlm.nih.gov/pubmed/29414372,2018.0,:Postdoc ,,40,60,0,0,0,0,4341,"Temuco is a mid-size city representative of severe wood smoke pollution in southern Chile; however, little is known about the indoor air quality in this region. A field measurement campaign at 63 households in the Temuco urban area was conducted in winter 2014 and is reported here. In this study, indoor and outdoor (24-hr) PM2.5 and its elemental composition were measured and compared. Infiltration parameters and outdoor/indoor contributions to indoor PM2.5 were also determined. A statistical evaluation of how various air quality interventions and household features influence indoor PM2.5 was also performed. This study determined median indoor and outdoor PM2.5 concentrations of 44.4 and 41.8 μg/m3, respectively. An average infiltration factor (0.62 ± 0.06) was estimated using sulfur as a tracer species. Using a simple mass balance approach, median indoor and outdoor contributions to indoor PM2.5 concentrations were then estimated as 12.5 and 26.5 μg/m3, respectively; therefore, 68% of indoor PM2.5 comes from outdoor infiltration. This high percentage is due to high outdoor pollution and relatively high household air exchange rates (median: 1.06 h−1). This study found that S, Br and Rb were dominated by outdoor contributions, while Si, Ca, Ti, Fe and As originated from indoor sources. Using continuous indoor and outdoor PM2.5 measurements, a median indoor source strength of 75 μg PM2.5/min was estimated for the diurnal period, similar to literature results. For the evening period, the median estimate rose to 135 μg PM2.5/min, reflecting a more intense wood burning associated to cooking and space heating at night. Statistical test results (at the 90% confidence level) support the ongoing woodstove replacement program (reducing emissions) and household weatherization subsidies (reducing heating demand) for improving indoor air quality in southern Chile, and suggest that a cookstove improvement program might be helpful as well. In the city of Temuco, southern Chile, 68% of indoor PM2.5 comes from severe outdoor pollution due to intensive wood burning, enhanced by poor household building standards and fuel poverty.",en zotero,REPORTADA 2018,:MOS 
4977,o,02/01/18 21:00,04/04/19 11:43,,pmoreno,NO,Publicadas,High particulate iron(II) content in glacially sourced dusts enhances productivity of a model diatom,"Shoenfelt, E. M., Sun, J., Winckler, G., Kaplan, M. R., Borunda, A. L., Farrell, K. R., Moreno, P. I., Gaiero, D. M., Recasens, C., Sambrotto, R. N., Bostick, B. C.",:Water extremes,10.1126/sciadv.1700314,2375-2548,Science Advances,http://advances.sciencemag.org/lookup/doi/10.1126/sciadv.1700314,2018.0,:Investigadores ,,2,8,,,10,80% fondos nsf usa,3990,"Little is known about the bioavailability of iron (Fe) in natural dusts and the impact of dust mineralogy on Fe utilization by photosynthetic organisms. Variation in the supply of bioavailable Fe to the ocean has the potential to influence the global carbon cycle by modulating primary production in the Southern Ocean. Much of the dust deposited across the Southern Ocean is sourced from South America, particularly Patagonia, where the waxing and waning of past and present glaciers generate fresh glaciogenic material that contrasts with aged and chemically weathered nonglaciogenic sediments. We show that these two potential sources of modern-day dust are mineralogically distinct, where glaciogenic dust sources contain mostly Fe(II)-rich primary silicate minerals, and nearby nonglaciogenic dust sources contain mostly Fe(III)-rich oxyhydroxide and Fe(III) silicate weathering products. In laboratory culture experiments, Phaeodactylum tricornutum, a well-studied coastal model diatom, grows more rapidly, and with higher photosynthetic efficiency, with input of glaciogenic particulates compared to that of nonglaciogenic particulates due to these differences in Fe mineralogy. Monod nutrient accessibility models fit to our data suggest that particulate Fe(II) content, rather than abiotic solubility, controls the Fe bioavailability in our Fe fertilization experiments. Thus, it is possible for this diatom to access particulate Fe in dusts by another mechanism besides uptake of unchelated Fe (Fe?) dissolved from particles into the bulk solution. If this capability is widespread in the Southern Ocean, then dusts deposited to the Southern Ocean in cold glacial periods are likely more bioavailable than those deposited in warm interglacial periods.",noack,REPORTADA 2018,
